id,text,clean_text,will_labels,ty_labels,will_binary_label,ty_binary_label
1049,"Also collaborating on the project as a co-investigator is Dr. Susan Stonich, professor of anthropology and environmental studies at the University of California, Santa Barbara.","Also collaborating on the project as a co-investigator is Dr. Susan Stonich, professor of anthropology and environmental studies at the University of California, Santa Barbara.",['0'],['0'],0,0
1555,Sunday was a beautiful day in Washington. The temperature hit the high 60s and I wore shorts. I dreamed it was spring.,Sunday was a beautiful day in Washington. The temperature hit the high 60s and I wore shorts. I dreamed it was spring.,['0'],['0'],0,0
1681,"We were sampling with the largest chain saws we could find a chain-saw bar of seven feet, he said. We were hauling these slabs of wood two meters on a side as far as two kilometers to the road. We were using wheeled litters the emergency rescue equipment for people and put a couple hundred pounds on them.","We were sampling with the largest chain saws we could find a chain-saw bar of seven feet, he said. We were hauling these slabs of wood two meters on a side as far as two kilometers to the road. We were using wheeled litters the emergency rescue equipment for people and put a couple hundred pounds on them.",['0'],['0'],0,0
1464,There has been a good deal of research over the years aimed towards assessing the impacts of human health from air pollution from coal-fired utilities. And empirical relationships have been developed which attempt to link atmospheric levels of various air pollutants to changes in the human mortality rate. The sensitivity portrayed in these concentration-response curves varies largely from research study to research study.,There has been a good deal of research over the years aimed towards assessing the impacts of human health from air pollution from coal-fired utilities. And empirical relationships have been developed which attempt to link atmospheric levels of various air pollutants to changes in the human mortality rate. The sensitivity portrayed in these concentration-response curves varies largely from research study to research study.,['0'],['5.1.1'],0,2
922,"""""No ice was left on earth. Antarctica was the best place for mammals to live, and the rest of the world would not sustain human life,"" he said. Sir David warned that if the world did not curb its burning of fossil fuels ""we will reach that level by the end of the century'.""","""""No ice was left on earth. Antarctica was the best place for mammals to live, and the rest of the world would not sustain human life,"" he said. Sir David warned that if the world did not curb its burning of fossil fuels ""we will reach that level by the end of the century'.""",['0'],['0'],0,0
1587,"Most skeptics arrived at their doubts in the carbon dioxide theory of global warming by noting the discrepancies between that theory and empirical evidence. They are empiricists. Consequently, many skeptics are unaware of the basic model, or its power, because it has been irrelevant to them.","Most skeptics arrived at their doubts in the carbon dioxide theory of global warming by noting the discrepancies between that theory and empirical evidence. They are empiricists. Consequently, many skeptics are unaware of the basic model, or its power, because it has been irrelevant to them.",['2.2'],['5.1.4'],2,2
2044,Air pollution data not available,Air pollution data not available,['0'],['0'],0,0
926,"(1) EPA's uncertain and increasingly narrow interpretation of the ""routine maintenance, repair and replacement"" (RMR&R;) exclusion","(1) EPA's uncertain and increasingly narrow interpretation of the ""routine maintenance, repair and replacement"" (RMR&R;) exclusion",['4.2.6'],['0'],1,0
1354,"Utilities, the smart grid industry and regulators must protect customers’ health. And protecting health is a key goal of EDF’s smart grid work. EDF does not advocate merely any smart grid; we advocate a smart grid done right. Our role is to advise utilities and PUCs on how to design smart grid investments that deliver maximum environmental and public health benefits to the people they serve, including clean air, protected water and land and a stable climate, by radically reducing harmful pollution.","Utilities, the smart grid industry and regulators must protect customers’ health. And protecting health is a key goal of EDF’s smart grid work. EDF does not advocate merely any smart grid; we advocate a smart grid done right. Our role is to advise utilities and PUCs on how to design smart grid investments that deliver maximum environmental and public health benefits to the people they serve, including clean air, protected water and land and a stable climate, by radically reducing harmful pollution.",['0'],['0'],0,0
353,"Despite official opposition, underground markets for consumer goods in Cuba continue to flourish.","Despite official opposition, underground markets for consumer goods in Cuba continue to flourish.",['0'],['0'],0,0
2041,"In my previous role as an investment manager, we also used computers to predict probability of profits and losses. Just as these models failed to predict the global financial meltdown we are currently experiencing, the carbonistas computer generated models have not been able to predict or explain the climate we have experienced over the past decade or so.","In my previous role as an investment manager, we also used computers to predict probability of profits and losses. Just as these models failed to predict the global financial meltdown we are currently experiencing, the carbonistas computer generated models have not been able to predict or explain the climate we have experienced over the past decade or so.",['5.1.4'],['5.1.4'],2,2
261,"Nature here today has a commentary acknowledging that the warming pause is real and that it has grown into a full blown trend it is no longer just noise ! Sixteen years into the mysterious global-warming hiatus, scientists are piecing together an explanation .","Nature here today has a commentary acknowledging that the warming pause is real and that it has grown into a full blown trend it is no longer just noise ! Sixteen years into the mysterious global-warming hiatus, scientists are piecing together an explanation .",['1.4'],['1.4'],2,2
848,"M.S., Civil and Environmental Engineering, University of California, Berkeley","M.S., Civil and Environmental Engineering, University of California, Berkeley",['0'],['0'],0,0
1866,"The report has good news for the Canadian environment as well, ""The Environmental Screening Report concluded that, with incorporation of Keystone's proposed measures to avoid or minimize impacts and with Keystone's acceptance of the NEB's regulatory requirements and recommended conditions, implementation of the proposed Project in Canada would not likely result in significant adverse environmental effects. """"","The report has good news for the Canadian environment as well, ""The Environmental Screening Report concluded that, with incorporation of Keystone's proposed measures to avoid or minimize impacts and with Keystone's acceptance of the NEB's regulatory requirements and recommended conditions, implementation of the proposed Project in Canada would not likely result in significant adverse environmental effects. """"",['4.6.2'],['0'],1,0
390,"How credible is this chain of reasoning? Although it is true that some peer review literature suggests a link between asthma and pollen, other literature contests such a link. For example, a 1993 peer-reviewed study stated that, ""No association was found between visits for asthma attacks and airborne pollen levels.""","How credible is this chain of reasoning? Although it is true that some peer review literature suggests a link between asthma and pollen, other literature contests such a link. For example, a 1993 peer-reviewed study stated that, ""No association was found between visits for asthma attacks and airborne pollen levels.""",['0'],['0'],0,0
935,Get a green job,Get a green job,['0'],['0'],0,0
125,Greenlands surface gained mass yesterday for the first time this summer. The net surface gain over the past year has been 300 billion tons.,Greenlands surface gained mass yesterday for the first time this summer. The net surface gain over the past year has been 300 billion tons.,['1.1.2'],['1.1.2'],2,2
1289,The New England monument creation comes on the tails of President Barack Obama designating the largest swath of ocean ever as a national monument in August. Obama expanded the Papah naumoku kea Marine National Monument to four times its original size.,The New England monument creation comes on the tails of President Barack Obama designating the largest swath of ocean ever as a national monument in August. Obama expanded the Papah naumoku kea Marine National Monument to four times its original size.,['0'],['0'],0,0
36,"Despite being treated like 17th century ""witches,"" many scientists are reexamining the evidence and reversing their positionseven calling their previous views: ""quite a big mistake.""","Despite being treated like 17th century ""witches,"" many scientists are reexamining the evidence and reversing their positionseven calling their previous views: ""quite a big mistake.""",['0'],['5.1.1'],0,2
1822,"Sciam.com is predicting an increase in cyclones and hurricanes after an almost 2 year lull. However, they are attributing it not to warming but to a cooler Pacific Ocean! Suggesting that its temperature differentials not overall heating that drives bad weather. Well see if temperatures continue to stay the same, or decline","Sciam.com is predicting an increase in cyclones and hurricanes after an almost 2 year lull. However, they are attributing it not to warming but to a cooler Pacific Ocean! Suggesting that its temperature differentials not overall heating that drives bad weather. Well see if temperatures continue to stay the same, or decline","['1.7', '2.1.3']",['1.7'],2,2
857,"The best explanation for the gap is that people's beliefs about climate change have become determined by feelings of identification with cultural and political groups. When people are asked for their views on climate change, says Dan Kahan of Yale University, they translate this into a broader question: whose side are you on? The issue has become associated with left-wing urbanites, causing conservatives to dig in against it.","The best explanation for the gap is that people's beliefs about climate change have become determined by feelings of identification with cultural and political groups. When people are asked for their views on climate change, says Dan Kahan of Yale University, they translate this into a broader question: whose side are you on? The issue has become associated with left-wing urbanites, causing conservatives to dig in against it.",['5.2.4'],['0'],2,0
670,"Shova shows us the floating gardens a strengthened version of traditional models. They are planted with new crops, such as turmeric intercropped with okra, cucumber and chillies.","Shova shows us the floating gardens a strengthened version of traditional models. They are planted with new crops, such as turmeric intercropped with okra, cucumber and chillies.",['0'],['0'],0,0
1562,Tracking Changes in Yellowstones Restless Volcanic System,Tracking Changes in Yellowstones Restless Volcanic System,['0'],['0'],0,0
567,Renew,Renew,['0'],['0'],0,0
589,"A new and broader climate deal is out of reach for now and instead nations need to focus on how to replace the ailing Kyoto Protocol before 2020, Britains minister of state for energy and climate change said on Monday. The view is recognition that agreement on a pact that commits all major greenhouse gas polluters to curbing the growth in planet-warming emissions is slipping further away, in part because of sluggish economic growth and a mounting debt crisis. Henry Foy and Matthias Williams, Reuters, 14 November 2011","A new and broader climate deal is out of reach for now and instead nations need to focus on how to replace the ailing Kyoto Protocol before 2020, Britains minister of state for energy and climate change said on Monday. The view is recognition that agreement on a pact that commits all major greenhouse gas polluters to curbing the growth in planet-warming emissions is slipping further away, in part because of sluggish economic growth and a mounting debt crisis. Henry Foy and Matthias Williams, Reuters, 14 November 2011","['4.1.1', '4.2.5']",['0'],1,0
709,"And do we know that protests over soaring food prices were the spark that began the Arab Spring? The Gaurdian certainly thought so . But to the leave it in the ground campaigners rarely stop to think about the effect on prices of abolishing fossil fuels, or subsidies for its consumers the self-fulfilling prophecy. And we can moreover return to Sen, to point out that, even if there were apparent environmental causes for reduced harvest and thus higher prices (and so on to protests and conflict), the dominant issue was the tyrannies that failed to address the populations needs, not the relative scarcity of food crops. Here is a graph showing wheat production in the region. (Data from UN FAOSTAT).","And do we know that protests over soaring food prices were the spark that began the Arab Spring? The Gaurdian certainly thought so . But to the leave it in the ground campaigners rarely stop to think about the effect on prices of abolishing fossil fuels, or subsidies for its consumers the self-fulfilling prophecy. And we can moreover return to Sen, to point out that, even if there were apparent environmental causes for reduced harvest and thus higher prices (and so on to protests and conflict), the dominant issue was the tyrannies that failed to address the populations needs, not the relative scarcity of food crops. Here is a graph showing wheat production in the region. (Data from UN FAOSTAT).",['4.1.1'],['0'],1,0
1632,"In one of the tragedies of Sophocles, the woman Antigone seeks to give her dead brother a proper burial, but is forbidden by the king because her brother was an enemy of the state. She replies to the tyrant that there is another law higher than the states, and that she will follow it because of its divine authority. Not even the king may require anyone to violate it. Moreover, it requires not only forbearance from evil but active pursuit of the good: in this case, doing the honors for her brother.","In one of the tragedies of Sophocles, the woman Antigone seeks to give her dead brother a proper burial, but is forbidden by the king because her brother was an enemy of the state. She replies to the tyrant that there is another law higher than the states, and that she will follow it because of its divine authority. Not even the king may require anyone to violate it. Moreover, it requires not only forbearance from evil but active pursuit of the good: in this case, doing the honors for her brother.",['0'],['0'],0,0
765,"The doom and gloom started right away. Another introductory speech, this one by host-country President Felipe Calderon, painted an approaching dire apocalypse. ?If we don?t act to prevent climate change, the cost will be much higher to reverse its effects,? claimed ?His Excellency? Calderon (the UN really refers to distinguished delegates like that). ?Approximately five to 10 percent of world GDP would have to be dedicated to alleviate the devastating changes.? Even worse: ?The disasters caused by climate change are threatening the survival of human beings,? Calderon opined. He cited a hurricane, a fire, and a drought ? phenomena that have plagued mankind for thousands of years prior to the invention of SUVs ? as evidence of his claims and the need for massive wealth redistribution and a global carbon regime. It?s for ?the children,? of course, he concluded.","The doom and gloom started right away. Another introductory speech, this one by host-country President Felipe Calderon, painted an approaching dire apocalypse. ?If we don't act to prevent climate change, the cost will be much higher to reverse its effects,? claimed ?His Excellency? Calderon (the UN really refers to distinguished delegates like that). ?Approximately five to 10 percent of world GDP would have to be dedicated to alleviate the devastating changes.? Even worse: ?The disasters caused by climate change are threatening the survival of human beings,? Calderon opined. He cited a hurricane, a fire, and a drought ? phenomena that have plagued mankind for thousands of years prior to the invention of SUVs ? as evidence of his claims and the need for massive wealth redistribution and a global carbon regime. It's for ?the children,? of course, he concluded.","['1.7', '5.2.3']",['5.2.3'],2,2
636,"As a part of President Obama's Climate Action Plan announced last June, these Hubs will be a clearinghouse of information and provide science-based knowledge and practical tools to agriculture stakeholders. These seven regional hubs, and three sub-hubs, will look at region-specific agriculture risks and ways to adapt, shift and mitigate the increasing effects of a climate change. They will help farmers, ranchers, and forest owners adapt to a new climate brought on by climate change.","As a part of President Obama's Climate Action Plan announced last June, these Hubs will be a clearinghouse of information and provide science-based knowledge and practical tools to agriculture stakeholders. These seven regional hubs, and three sub-hubs, will look at region-specific agriculture risks and ways to adapt, shift and mitigate the increasing effects of a climate change. They will help farmers, ranchers, and forest owners adapt to a new climate brought on by climate change.",['0'],['0'],0,0
1302,"WUWT; After I showed the original press release contained not one mention of global warming or climate change, one of our readers decided to ask the researcher about this statement attributed to to Jessica Morgan in that Business Insider story...","WUWT; After I showed the original press release contained not one mention of global warming or climate change, one of our readers decided to ask the researcher about this statement attributed to to Jessica Morgan in that Business Insider story...",['0'],['0'],0,0
500,"Precisely because the system of natural liberty excludes violence, theft, or fraud, the only way any individual can acquire from others what he desires is by applying his own knowledge, abilities, and resources in a manner that enables him to produce and offer to others what they desire, so they will give in trade what that first individual wants to obtain.","Precisely because the system of natural liberty excludes violence, theft, or fraud, the only way any individual can acquire from others what he desires is by applying his own knowledge, abilities, and resources in a manner that enables him to produce and offer to others what they desire, so they will give in trade what that first individual wants to obtain.",['0'],['0'],0,0
732,"Rather than dozens of ugly offshore oil and gas platforms, often dozens of miles from our coasts will America now enjoy seeing thousands of beautiful offshore wind turbines, towering above our beaches and creating obstacle courses for submarines, merchant ships laden with bunker fuel, and more tankers filled with crude oil and far more toxic refined product?","Rather than dozens of ugly offshore oil and gas platforms, often dozens of miles from our coasts will America now enjoy seeing thousands of beautiful offshore wind turbines, towering above our beaches and creating obstacle courses for submarines, merchant ships laden with bunker fuel, and more tankers filled with crude oil and far more toxic refined product?",['0'],['0'],0,0
1200,"Needs: Moderate water use, sun to part shade, any soil.","Needs: Moderate water use, sun to part shade, any soil.",['0'],['0'],0,0
1955,"Not much new here. But the letter does contain a ""special word on the right-leaning think tanks"" that's worth addressing. ""As libertarians,"" he writes, ""they abhor the need for government spending or even governmental leadership, which in their opinion is best left to private enterprise . . . But global warming is a classic tragedy of the commons . . . and the problem desperately needs government leadership and regulation. Sensing this, these think tanks have allowed their drive for desirable policy to trump science. Not a good idea.""","Not much new here. But the letter does contain a ""special word on the right-leaning think tanks"" that's worth addressing. ""As libertarians,"" he writes, ""they abhor the need for government spending or even governmental leadership, which in their opinion is best left to private enterprise . . . But global warming is a classic tragedy of the commons . . . and the problem desperately needs government leadership and regulation. Sensing this, these think tanks have allowed their drive for desirable policy to trump science. Not a good idea.""",['0'],['0'],0,0
201,"We recommend that you wear comfortable shoes, apply sunscreen and take precautions against ticks when you visit.","We recommend that you wear comfortable shoes, apply sunscreen and take precautions against ticks when you visit.",['0'],['0'],0,0
1130,"From Paul Driessen: ""In response to pleas for more energy, to meet basic human needs and lift people out of poverty, many politicians and activists continue to insist that ""dangerous global warming"" concerns must override even these human interests. Now comes this incredible bombshell from Australia's top climate change commissioner:","From Paul Driessen: ""In response to pleas for more energy, to meet basic human needs and lift people out of poverty, many politicians and activists continue to insist that ""dangerous global warming"" concerns must override even these human interests. Now comes this incredible bombshell from Australia's top climate change commissioner:",['4.3.5'],['5.2.2'],1,2
1466,"In the 1970s and 80s, environmental policies rose to prominence as environmentalists scored many political victories. But our successes in cleaning rivers and air pollution were unfortunately followed by an environmental populism that led to an intellectual and economic downward spiral, often driven by fears of approaching ecological cataclysm. This devolution of the environmental movement is what German journalist and environment expert Edgar Gaertner has recently written about in his new book Eco-nihilism: A critique of a Political Ecology.","In the 1970s and 80s, environmental policies rose to prominence as environmentalists scored many political victories. But our successes in cleaning rivers and air pollution were unfortunately followed by an environmental populism that led to an intellectual and economic downward spiral, often driven by fears of approaching ecological cataclysm. This devolution of the environmental movement is what German journalist and environment expert Edgar Gaertner has recently written about in his new book Eco-nihilism: A critique of a Political Ecology.",['5.2.4'],['0'],2,0
1069,"If one reads the paper, one sees that it is hardly likely to represent the last word on the matter. One is working with data that is far from what one might wish for. Moreover, the complexity of the situation tends to defeat simple analyses. Nonetheless, certain things are clear: models are at great variance with observations, the simple regressions between outgoing radiation and surface temperature will severely misrepresent climate sensitivity, and the observations suggest negative rather than positive feedbacks.","If one reads the paper, one sees that it is hardly likely to represent the last word on the matter. One is working with data that is far from what one might wish for. Moreover, the complexity of the situation tends to defeat simple analyses. Nonetheless, certain things are clear: models are at great variance with observations, the simple regressions between outgoing radiation and surface temperature will severely misrepresent climate sensitivity, and the observations suggest negative rather than positive feedbacks.","['3.1', '5.1.4']",['5.1.4'],2,2
1226,About Us,About Us,['0'],['0'],0,0
388,In other words: The 21st century climate catastrophe is not taking place.,In other words: The 21st century climate catastrophe is not taking place.,['1.7'],['1.4'],2,2
659,"According to New York Times reporter Andrew Revkin, that is. In todays Science section, Revkin writes that there has been a slight increase in sea-ice area around Antarctica in recent decades. But in a Sept. 21 article, Scientists Report Severe Retreat of Arctic Ice , he reported that sea ice around Antarctica has seen unusual winter expansions recently, and this week is near a record high.","According to New York Times reporter Andrew Revkin, that is. In todays Science section, Revkin writes that there has been a slight increase in sea-ice area around Antarctica in recent decades. But in a Sept. 21 article, Scientists Report Severe Retreat of Arctic Ice , he reported that sea ice around Antarctica has seen unusual winter expansions recently, and this week is near a record high.",['1.1.1'],['1.1.1'],2,2
938,"This is in part why the average female farmer only makes $2,560 each year, while the average male farmers makes $42,731--nearly 17 times as much.[5]","This is in part why the average female farmer only makes $2,560 each year, while the average male farmers makes $42,731--nearly 17 times as much.[5]",['0'],['0'],0,0
811,"The European Union, the United States and more than 100 other countries have joined the Global Methane Pledge, a framework created a year ago for countries to work together to reduce human-caused methane emissions 30% by 2030.","The European Union, the United States and more than 100 other countries have joined the Global Methane Pledge, a framework created a year ago for countries to work together to reduce human-caused methane emissions 30% by 2030.",['0'],['0'],0,0
290,"“I have deep roots in the state,” she said. “Our house was right on the water and I was always off exploring the nearby salt marshes and sea-grass beds.”","“I have deep roots in the state,” she said. “Our house was right on the water and I was always off exploring the nearby salt marshes and sea-grass beds.”",['0'],['0'],0,0
1751,"What happens if a modification to one unit in a manufacturing complex allows output and therefore emissions to increase in other, un-modified, units of the same complex? If two modifications are made at the same time or sequentially, should the emission impacts of the two projects be combined (aggregated) to determine whether the total effect is sufficiently large to trigger NSR?","What happens if a modification to one unit in a manufacturing complex allows output and therefore emissions to increase in other, un-modified, units of the same complex? If two modifications are made at the same time or sequentially, should the emission impacts of the two projects be combined (aggregated) to determine whether the total effect is sufficiently large to trigger NSR?",['0'],['0'],0,0
1496,Did Congress Intend for EPA to Regulate CO2 through the Clean Air Act?,Did Congress Intend for EPA to Regulate CO2 through the Clean Air Act?,['0'],['0'],0,0
1808,"That leaves 21 models, including BCC-CSM1-1, BCC-CSM1-1-M, CCSM4 (6 runs), CSIRO-MK3-6-0 (10 runs), FIO-ESM (3 runs), GFDL-CM3, GFDL-ESM2G, GISS-E2-H p1, GISS-E2-H p2, GISS-E2-H p3, GISS-E2-R p1, GISS-E2-R p2, GISS-E2-R p3, HadGEM2-AO, HadGEM2-ES (3 runs), MIROC5 (3 runs), MIROC-ESM, MIROC-ESM-CHEM, MRI-CGCM3, NorESM1-M, and NorESM1-ME.","That leaves 21 models, including BCC-CSM1-1, BCC-CSM1-1-M, CCSM4 (6 runs), CSIRO-MK3-6-0 (10 runs), FIO-ESM (3 runs), GFDL-CM3, GFDL-ESM2G, GISS-E2-H p1, GISS-E2-H p2, GISS-E2-H p3, GISS-E2-R p1, GISS-E2-R p2, GISS-E2-R p3, HadGEM2-AO, HadGEM2-ES (3 runs), MIROC5 (3 runs), MIROC-ESM, MIROC-ESM-CHEM, MRI-CGCM3, NorESM1-M, and NorESM1-ME.",['0'],['0'],0,0
667,Aenean vitae accumsan tellus class aptent taciti sociosqu ad litora torquent per conubia nostra.,Aenean vitae accumsan tellus class aptent taciti sociosqu ad litora torquent per conubia nostra.,['0'],['0'],0,0
253,"In his comment, Brian Cox wrote lots of wrong things about locality in quantum mechanics and the Pauli principle but he also mentioned the lunar story:","In his comment, Brian Cox wrote lots of wrong things about locality in quantum mechanics and the Pauli principle but he also mentioned the lunar story:",['0'],['0'],0,0
1360,"The False Allure of Group Selection , Pinker explains in quite some detail why he has a problem with the very concept and philosophy of group selection.","The False Allure of Group Selection , Pinker explains in quite some detail why he has a problem with the very concept and philosophy of group selection.",['0'],['0'],0,0
932,"Earlier today, I was wondering if the motivation was to get more Hollywood glamour in their lives. The old world glamour of royalty, heavy crystal, and gowns must be getting old, but this is the political cynic in me speaking.","Earlier today, I was wondering if the motivation was to get more Hollywood glamour in their lives. The old world glamour of royalty, heavy crystal, and gowns must be getting old, but this is the political cynic in me speaking.",['0'],['0'],0,0
119,Regional diabatic heating can also cause atmospheric teleconnections that influence regional climate thousands of kilometers away from the point of forcing.,Regional diabatic heating can also cause atmospheric teleconnections that influence regional climate thousands of kilometers away from the point of forcing.,['0'],['0'],0,0
246,The framework of this study provides an excellent approach to assess the importance of teleconnections due to human alterations in regional diabatic heating such as documented in,The framework of this study provides an excellent approach to assess the importance of teleconnections due to human alterations in regional diabatic heating such as documented in,['0'],['0'],0,0
1934,"Nalley, Richard. ""Is it Too Late for the Rainforests?,"" Science Digest, April, 1986, pp. 56-85.","Nalley, Richard. ""Is it Too Late for the Rainforests?,"" Science Digest, April, 1986, pp. 56-85.",['0'],['0'],0,0
577,"Public emails subject to open scrutiny and broad dissemination: These only need to be sent by, or delivered to, at least one email address that is a public, government institution funded by taxpayers. An example in Great Britain would be the University of East Anglia, where Phil Jones was once director of the CRU. Another example, in the U.S., would be the Lawrence Livermore National Laboratory, where every employee has a llnl.gov email address. That dot-gov suffix is a dead giveaway.","Public emails subject to open scrutiny and broad dissemination: These only need to be sent by, or delivered to, at least one email address that is a public, government institution funded by taxpayers. An example in Great Britain would be the University of East Anglia, where Phil Jones was once director of the CRU. Another example, in the U.S., would be the Lawrence Livermore National Laboratory, where every employee has a llnl.gov email address. That dot-gov suffix is a dead giveaway.",['0'],['0'],0,0
1137,Please Aviod:,Please Aviod:,['0'],['0'],0,0
1355,"It is also this latter difference that will make my next policy substantially more expensive. In standardizing options, the Congress standardized on the most expensive options (broadest possible benefits, smallest possible deductible).","It is also this latter difference that will make my next policy substantially more expensive. In standardizing options, the Congress standardized on the most expensive options (broadest possible benefits, smallest possible deductible).",['0'],['0'],0,0
578,"Global warming Idiots: ""Sunspot and temperature correlations do not prove causality.""","Global warming Idiots: ""Sunspot and temperature correlations do not prove causality.""",['2.1.1'],['2.1.1'],2,2
913,Half of all nationally determined contributions (NDCs) subject to the Paris Agreement—representing 31% of global emissions—bank on international cooperation through carbon markets.,Half of all nationally determined contributions (NDCs) subject to the Paris Agreement—representing 31% of global emissions—bank on international cooperation through carbon markets.,['0'],['0'],0,0
862,"""Fisheries agencies have used many of the same defective approaches when considering other long-term contracts for this massive water project,"" said Hal Candee, NRDC senior attorney. ""Their inadequate approach fails to address how CVP operations threaten the health of the entire bay delta ecosystem.""","""Fisheries agencies have used many of the same defective approaches when considering other long-term contracts for this massive water project,"" said Hal Candee, NRDC senior attorney. ""Their inadequate approach fails to address how CVP operations threaten the health of the entire bay delta ecosystem.""",['0'],['0'],0,0
193,"At best, such argumentation debases the coinage of public discourse about ""national security"" and makes it harder to devote resources and attention to things that have a much more direct and demonstrable impact upon our security. When everything is a pressing ""national security"" challenge, after all, nothing really is. (Well, perhaps not everything. Rice's argument, of course, offers a marvelously convenient case for shortchanging military security. Why spend a dime on the Pentagon when the real threat comes from the fact that somebody somewhere in the world lacks ""affordable health care"" and a ""decent school""?) At worst, such notions could open the door to a degree of government involvement and involvement by our security bureaucracies, no less in socio-economic policy worryingly beyond what our political system has hitherto been willing to tolerate.","At best, such argumentation debases the coinage of public discourse about ""national security"" and makes it harder to devote resources and attention to things that have a much more direct and demonstrable impact upon our security. When everything is a pressing ""national security"" challenge, after all, nothing really is. (Well, perhaps not everything. Rice's argument, of course, offers a marvelously convenient case for shortchanging military security. Why spend a dime on the Pentagon when the real threat comes from the fact that somebody somewhere in the world lacks ""affordable health care"" and a ""decent school""?) At worst, such notions could open the door to a degree of government involvement and involvement by our security bureaucracies, no less in socio-economic policy worryingly beyond what our political system has hitherto been willing to tolerate.",['0'],['0'],0,0
1185,"Several years ago I withdrew my support for EDF because of this issue. EDF has decided that gas is the way forward, and natural gas means hydrofracking. No amount of evidence about the environmental harm (both local and global) of fracking changes EDFs position. They have betrayed their environmental mission, and have betrayed the residents of areas that are or will be subject to hydrofracking. This announcement is only the latest betrayal.","Several years ago I withdrew my support for EDF because of this issue. EDF has decided that gas is the way forward, and natural gas means hydrofracking. No amount of evidence about the environmental harm (both local and global) of fracking changes EDFs position. They have betrayed their environmental mission, and have betrayed the residents of areas that are or will be subject to hydrofracking. This announcement is only the latest betrayal.",['0'],['0'],0,0
370,The atmosphere has not been warming for over 18 years even though atmospheric CO2 content has been increasing.,The atmosphere has not been warming for over 18 years even though atmospheric CO2 content has been increasing.,['1.4'],['1.4'],2,2
545,That will slow down progress at a time when there isn’t a moment to lose.,That will slow down progress at a time when there isn’t a moment to lose.,['0'],['0'],0,0
1138,Donate Become a Member Renew Give Monthly Gift & Estate Planning Other Ways to Give,Donate Become a Member Renew Give Monthly Gift & Estate Planning Other Ways to Give,['0'],['0'],0,0
655,Provide Food and Water,Provide Food and Water,['0'],['0'],0,0
1086,"Despite these problems, as a whole this package of incentives would provide a level of investment in clean technologies that hasn’t been seen at the federal level for a decade and will do some serious good in the fight to cut carbon pollution and address the climate crisis. That’s why we need Congress to pass this into law as soon as possible—while still committing to fixing any shortcomings.","Despite these problems, as a whole this package of incentives would provide a level of investment in clean technologies that hasn’t been seen at the federal level for a decade and will do some serious good in the fight to cut carbon pollution and address the climate crisis. That’s why we need Congress to pass this into law as soon as possible—while still committing to fixing any shortcomings.",['0'],['0'],0,0
1789,Not in Kansas anymore? EPA's pessimistic wheat forecasts,Not in Kansas anymore? EPA's pessimistic wheat forecasts,['0'],['0'],0,0
548,"Nearly 60 percent of the Navy's 294 ships and submarines are equipped with mid-frequency sonar systems, which can generate sounds well above 215 decibels. Intense blasts of mid-frequency sonar can -- either directly or indirectly -- damage vital organs and cause internal bleeding in marine mammals, according to an article last year in the scientific journal ""Nature.""","Nearly 60 percent of the Navy's 294 ships and submarines are equipped with mid-frequency sonar systems, which can generate sounds well above 215 decibels. Intense blasts of mid-frequency sonar can -- either directly or indirectly -- damage vital organs and cause internal bleeding in marine mammals, according to an article last year in the scientific journal ""Nature.""",['0'],['0'],0,0
1805,"The biggest factor, though, in America's success in cutting emissions has been the shale gale. A tsunami of natural-gas production has been unleashed in recent years thanks to continuing improvements in extended-reach horizontal drilling and hydraulic fracturing. Domestic natural-gas production was up 4.7 percent last year, to a record 65.7 billion cubic feet per day. That increase in production has led to cheaper natural gas, and that cheap gas is displacing coal at the power plant. (Increasingly, it's also displacing oil as motor fuel, but that's another story.)","The biggest factor, though, in America's success in cutting emissions has been the shale gale. A tsunami of natural-gas production has been unleashed in recent years thanks to continuing improvements in extended-reach horizontal drilling and hydraulic fracturing. Domestic natural-gas production was up 4.7 percent last year, to a record 65.7 billion cubic feet per day. That increase in production has led to cheaper natural gas, and that cheap gas is displacing coal at the power plant. (Increasingly, it's also displacing oil as motor fuel, but that's another story.)","['4.6.1', '4.6.2']",['0'],1,0
1608,"Soothsayers have always tried to persuade people that they could predict the future. What is new today is that the incredibly powerful tools of science ? nuclear weapons, flights to the moon, computers, iPods ? have such huge implications for civilization that they may contain the seeds of their own destruction.","Soothsayers have always tried to persuade people that they could predict the future. What is new today is that the incredibly powerful tools of science ? nuclear weapons, flights to the moon, computers, iPods ? have such huge implications for civilization that they may contain the seeds of their own destruction.","['5.1.4', '5.2.4', '5.2.5']",['0'],2,0
361,Boosting Soil Biology,Boosting Soil Biology,['0'],['0'],0,0
185,"No time to blog right now, check this out at WUWT. It looks like the DOE didnt get the exhaustive review from the AP. All documents must be preserved.","No time to blog right now, check this out at WUWT. It looks like the DOE didnt get the exhaustive review from the AP. All documents must be preserved.",['0'],['0'],0,0
1690,"Under the guise of transparency, Pruitt's plan would only allow use of studies that make all their research public – even though gold standard research often relies on personal medical information scientists must protect for legal and ethical reasons. This would effectively censor valid science on chemical risks, air pollution, adverse health effects and other facts that polluters aim to suppress.","Under the guise of transparency, Pruitt's plan would only allow use of studies that make all their research public – even though gold standard research often relies on personal medical information scientists must protect for legal and ethical reasons. This would effectively censor valid science on chemical risks, air pollution, adverse health effects and other facts that polluters aim to suppress.",['0'],['0'],0,0
